mrdDt,A3122129006,precipitation,humidity,rainy,temperature,wind direction,wind speed
2020-12-11 19,3.335,0,70,0,8,299,0
2020-12-11 20,3.34,0,70,0,7,271,1
2020-12-11 21,1.808,0,70,0,7,268,1
2020-12-11 22,1.293,0,75,0,6,303,0
2020-12-11 23,1.565,0,75,0,6,309,1
2020-12-12 00,1.097,0,75,0,6,315,1
2020-12-12 01,0.945,0,75,0,6,294,1
2020-12-12 02,0.924,0,75,0,5,281,1
2020-12-12 03,0.949,0,75,0,5,309,1
2020-12-12 04,0.948,0,65,0,7,287,2
2020-12-12 05,1.227,0,65,0,8,324,3
2020-12-12 06,1.101,0,60,0,8,340,3
2020-12-12 07,0.954,0,60,0,7,328,2
2020-12-12 08,1.18,0,45,0,7,313,4
2020-12-12 09,1.126,0,35,0,8,330,5
2020-12-12 10,1.898,0,30,0,9,339,5
2020-12-12 11,2.825,0,30,0,10,327,6
2020-12-12 12,3.167,0,30,0,11,339,4
2020-12-12 13,3.202,0,20,0,11,330,5
2020-12-12 14,3.078,0,20,0,11,327,4
2020-12-12 15,3.118,0,20,0,11,344,4
2020-12-12 16,3.261,0,25,0,9,327,3
2020-12-12 17,3.018,0,25,0,8,324,2
2020-12-12 18,3.078,0,30,0,7,320,3
2020-12-12 19,2.095,0,40,0,6,326,2
2020-12-12 20,1.368,0,40,0,5,321,2
2020-12-12 21,1.192,0,35,0,5,327,2
2020-12-12 22,1.188,0,40,0,3,296,1
2020-12-12 23,1.13,0,40,0,4,325,2
2020-12-13 00,1.572,0,45,0,3,296,1
2020-12-13 01,1.525,0,40,0,4,339,2
2020-12-13 02,1.445,0,40,0,4,346,2
2020-12-13 03,1.463,0,50,0,3,318,1
2020-12-13 04,1.428,0,45,0,3,4,1
2020-12-13 05,1.433,0,50,0,1,305,0
2020-12-13 06,1.392,0,55,0,1,343,1
2020-12-13 07,1.408,0,60,0,1,328,1
2020-12-13 08,1.421,0,50,0,2,295,1
2020-12-13 09,1.655,0,40,0,5,298,1
2020-12-13 10,2.176,0,30,0,7,316,1
2020-12-13 11,2.093,0,30,0,9,139,0
2020-12-13 12,2.463,0,30,0,10,278,2
2020-12-13 13,2.47,0,35,0,11,247,2
2020-12-13 14,2.363,0,45,0,11,242,3
2020-12-13 15,2.054,0,50,0,11,237,3
2020-12-13 16,2.458,1,75,0.3,8,325,5
2020-12-13 17,2.068,0,70,0,8,329,5
2020-12-13 18,1.286,0,60,0,5,332,7
2020-12-13 19,1.176,0,55,0,4,325,6
2020-12-13 20,1.599,0,60,0,3,336,6
2020-12-13 21,1.597,0,55,0,2,334,6
2020-12-13 22,1.585,0,50,0,2,339,4
2020-12-13 23,1.564,0,45,0,1,336,5
2020-12-14 00,1.528,0,40,0,1,329,4
2020-12-14 01,1.581,0,45,0,0,347,5
2020-12-14 02,1.434,0,45,0,0,347,4
2020-12-14 03,1.406,0,50,0,0,349,4
2020-12-14 04,1.415,0,50,0,-0.9,347,4
2020-12-14 05,1.413,0,45,0,-0.9,344,3
2020-12-14 06,1.38,0,40,0,-1.9,340,4
2020-12-14 07,1.438,0,40,0,-1.9,334,4
2020-12-14 08,1.456,0,40,0,-1.9,349,4
2020-12-14 09,1.74,0,40,0,-0.9,354,5
2020-12-14 10,3.141,0,35,0,0,357,5
2020-12-14 11,3.495,0,35,0,0,341,4
2020-12-14 12,3.585,0,30,0,1,346,4
2020-12-14 13,3.531,0,30,0,2,334,5
2020-12-14 14,2.031,0,30,0,1,354,5
2020-12-14 15,3.438,0,30,0,1,353,5
2020-12-14 16,3.535,0,35,0,0,340,6
2020-12-14 17,3.224,0,35,0,-0.9,336,4
2020-12-14 18,3.077,0,40,0,-0.9,343,3
2020-12-14 19,1.657,0,40,0,-1.9,337,3
2020-12-14 20,0.894,0,40,0,-1.9,334,3
2020-12-14 21,1.605,0,40,0,-2.9,328,3
2020-12-14 22,1.594,0,45,0,-2.9,330,3
2020-12-14 23,1.77,0,50,0,-3.9,318,3
2020-12-15 00,1.544,0,50,0,-3.9,325,3
2020-12-15 01,1.74,0,50,0,-3.9,322,3
2020-12-15 02,1.556,0,55,0,-3.9,322,2
2020-12-15 03,1.454,0,50,0,-3.9,335,3
2020-12-15 04,1.438,0,55,0,-3.9,319,2
2020-12-15 05,1.435,0,55,0,-3.9,323,2
2020-12-15 06,1.389,0,55,0,-3.9,321,3
2020-12-15 07,1.436,0,45,0,-3.9,328,4
2020-12-15 08,1.557,0,45,0,-2.9,326,3
2020-12-15 09,1.587,0,35,0,-1.9,329,4
2020-12-15 10,1.76,0,35,0,0,327,4
2020-12-15 11,2.321,0,35,0,0,330,6
2020-12-15 12,2.097,0,30,0,1,337,6
2020-12-15 13,2.139,0,30,0,1,340,5
2020-12-15 14,2.069,0,30,0,2,337,4
2020-12-15 15,2.009,0,30,0,2,341,3
2020-12-15 16,2.144,0,30,0,1,328,3
2020-12-15 17,2.357,0,35,0,-0.9,332,1
2020-12-15 18,2.373,0,40,0,-0.9,302,1
2020-12-15 19,2.405,0,45,0,-1.9,316,2
2020-12-15 20,2.058,0,45,0,-1.9,324,1
2020-12-15 21,2.269,0,45,0,-1.9,317,2
2020-12-15 22,2.052,0,50,0,-1.9,289,2
2020-12-15 23,1.734,0,55,0,-1.9,284,3
2020-12-16 00,1.717,0,55,0,-2.9,298,3
2020-12-16 01,1.68,0,55,0,-2.9,316,2
2020-12-16 02,1.587,0,55,0,-2.9,308,2
2020-12-16 03,1.597,0,60,0,-2.9,308,2
2020-12-16 04,1.602,0,60,0,-2.9,305,2
2020-12-16 05,1.591,0,60,0,-2.9,292,3
2020-12-16 06,1.583,0,60,0,-2.9,306,3
2020-12-16 07,1.607,0,60,0,-2.9,310,2
2020-12-16 08,1.647,0,55,0,-1.9,323,3
2020-12-16 09,1.762,0,50,0,0,331,4
2020-12-16 10,2.653,0,45,0,0,332,6
2020-12-16 11,3.124,0,40,0,1,334,5
2020-12-16 12,2.684,0,35,0,2,348,5
2020-12-16 13,2.333,0,35,0,2,342,5
2020-12-16 14,2.082,0,35,0,2,345,5
2020-12-16 15,2.732,0,35,0,2,345,6
2020-12-16 16,2.752,0,40,0,0,349,3
2020-12-16 17,2.857,0,45,0,-0.9,341,2
2020-12-16 18,2.1,0,50,0,-1.9,343,3
2020-12-16 19,1.825,0,50,0,-1.9,322,3
2020-12-16 20,1.745,0,55,0,-1.9,319,3
2020-12-16 21,1.691,0,55,0,-1.9,327,3
2020-12-16 22,1.914,0,55,0,-2.9,308,2
2020-12-16 23,1.391,0,60,0,-2.9,308,2
2020-12-17 00,1.692,0,60,0,-2.9,301,2
2020-12-17 01,2.167,0,55,0,-2.9,308,2
2020-12-17 02,1.598,0,60,0,-2.9,324,2
2020-12-17 03,1.583,0,60,0,-2.9,318,2
2020-12-17 04,1.585,0,55,0,-2.9,309,2
2020-12-17 05,1.577,0,55,0,-2.9,310,3
2020-12-17 06,1.592,0,60,0,-2.9,311,3
2020-12-17 07,1.692,0,60,0,-2.9,302,3
2020-12-17 08,1.749,0,55,0,-0.9,328,4
2020-12-17 09,1.614,0,45,0,1,337,4
2020-12-17 10,2.18,0,45,0,3,324,4
2020-12-17 11,3.051,0,40,0,4,333,5
2020-12-17 12,3.208,0,40,0,4,332,4
2020-12-17 13,2.849,0,35,0,5,352,4
2020-12-17 14,1.253,0,35,0,6,349,4
2020-12-17 15,2.645,0,40,0,5,342,4
2020-12-17 16,2.647,0,45,0,4,344,3
2020-12-17 17,2.562,0,45,0,3,347,2
2020-12-17 18,2.897,0,45,0,2,326,2
2020-12-17 19,2.34,0,50,0,1,280,2
2020-12-17 20,1.501,0,50,0,1,300,2
2020-12-17 21,1.497,0,50,0,0,331,2
2020-12-17 22,1.511,0,55,0,0,316,1
2020-12-17 23,1.466,0,50,0,0,307,2
2020-12-18 00,1.465,0,55,0,-0.9,299,2
2020-12-18 01,1.512,0,55,0,-0.9,307,2
2020-12-18 02,1.553,0,60,0,-1.9,318,1
2020-12-18 03,1.384,0,65,0,-1.9,354,1
2020-12-18 04,1.348,0,70,0,-2.9,94,0
2020-12-18 05,0.946,0,70,0,-2.9,79,0
2020-12-18 06,0.861,0,70,0,-2.9,145,0
2020-12-18 07,1.083,0,75,0,-2.9,205,0
2020-12-18 08,1.334,0,70,0,-0.9,348,0
2020-12-18 09,1.588,0,55,0,2,227,1
2020-12-18 10,2.255,0,50,0,5,256,1
2020-12-18 11,2.562,0,45,0,7,216,2
2020-12-18 12,2.67,0,40,0,8,301,4
2020-12-18 13,2.69,0,35,0,9,305,5
2020-12-18 14,1.171,0,40,0,8,332,5
2020-12-18 15,2.331,0,50,0,7,319,4
2020-12-18 16,3.597,0,60,0,5,350,4
2020-12-18 17,3.002,0,60,0,5,339,3
2020-12-18 18,2.792,0,50,0,4,323,4
2020-12-18 19,2.873,0,50,0,3,330,4
2020-12-18 20,3.123,0,45,0,2,335,4
2020-12-18 21,1.836,0,45,0,2,331,4
2020-12-18 22,1.729,0,50,0,1,335,4
2020-12-18 23,0.889,0,50,0,1,339,3
2020-12-19 00,1.74,0,55,0,1,337,4
2020-12-19 01,1.775,0,55,0,1,339,4
2020-12-19 02,1.645,0,50,0,1,335,5
2020-12-19 03,1.634,0,50,0,0,336,5
2020-12-19 04,1.651,0,50,0,0,336,4
2020-12-19 05,1.64,0,50,0,-0.9,334,6
2020-12-19 06,1.647,0,40,0,-1.9,324,6
2020-12-19 07,1.72,0,40,0,-1.9,336,4
2020-12-19 08,1.876,0,35,0,-1.9,335,5
2020-12-19 09,1.901,0,30,0,0,338,4
2020-12-19 10,2.029,0,20,0,2,333,5
2020-12-19 11,3.048,0,10,0,3,323,4
2020-12-19 12,3.072,0,10,0,4,329,5
2020-12-19 13,3.057,0,10,0,4,326,5
2020-12-19 14,3.056,0,5,0,4,324,5
2020-12-19 15,3.045,0,10,0,4,316,5
2020-12-19 16,3.031,0,10,0,2,326,5
2020-12-19 17,2.773,0,15,0,1,334,5
2020-12-19 18,2.981,0,15,0,0,336,3
2020-12-19 19,2.713,0,15,0,0,325,3
2020-12-19 20,1.739,0,20,0,-0.9,315,2
2020-12-19 21,1.7,0,35,0,-0.9,330,3
2020-12-19 22,1.693,0,45,0,-0.9,322,3
2020-12-19 23,1.713,0,45,0,-1.9,301,1
2020-12-20 00,1.718,0,50,0,-1.9,336,2
2020-12-20 01,1.776,0,55,0,-1.9,311,1
2020-12-20 02,1.679,0,55,0,-1.9,306,1
2020-12-20 03,1.648,0,60,0,-0.9,312,2
2020-12-20 04,1.639,0,60,0,-0.9,313,2
2020-12-20 05,1.643,0,55,0,0,327,3
2020-12-20 06,1.702,0,55,0,0,333,3
2020-12-20 07,1.751,0,55,0,0,305,3
2020-12-20 08,1.715,0,45,0,1,323,2
2020-12-20 09,1.703,0,35,0,3,339,3
2020-12-20 10,1.714,0,30,0,5,317,3
2020-12-20 11,2.123,0,30,0,6,325,4
2020-12-20 12,1.806,0,35,0,6,332,5
2020-12-20 13,1.083,0,35,0,6,331,5
2020-12-20 14,1.225,0,35,0,7,328,4
2020-12-20 15,1.274,0,35,0,6,327,5
2020-12-20 16,1.208,0,45,0,4,332,4
2020-12-20 17,1.049,0,45,0,4,330,4
2020-12-20 18,0.694,0,50,0,2,318,2
2020-12-20 19,0.729,0,55,0,1,301,1
2020-12-20 20,0.837,0,55,0,1,291,1
2020-12-20 21,1.097,0,50,0,0,298,2
2020-12-20 22,1.098,0,50,0,-0.9,311,2
2020-12-20 23,1.76,0,55,0,-0.9,323,2
2020-12-21 00,1.938,0,55,0,-1.9,312,1
2020-12-21 01,1.827,0,60,0,-1.9,322,1
2020-12-21 02,1.776,0,60,0,-1.9,299,1
2020-12-21 03,1.683,0,65,0,-2.9,310,1
2020-12-21 04,1.676,0,65,0,-2.9,314,1
2020-12-21 05,1.676,0,65,0,-2.9,312,1
2020-12-21 06,1.671,0,70,0,-2.9,327,1
2020-12-21 07,1.7,0,75,0,-3.9,196,1
2020-12-21 08,1.802,0,65,0,-0.9,37,0
2020-12-21 09,1.765,0,55,0,1,200,1
2020-12-21 10,3.062,0,50,0,4,241,1
2020-12-21 11,2.641,0,45,0,6,225,1
2020-12-21 12,2.301,0,40,0,7,305,2
2020-12-21 13,2.326,0,40,0,8,323,4
2020-12-21 14,3.286,0,35,0,8,317,4
2020-12-21 15,2.984,0,40,0,7,324,4
2020-12-21 16,2.525,0,40,0,6,320,3
2020-12-21 17,2.339,0,45,0,5,331,1
2020-12-21 18,2.33,0,55,0,3,285,1
2020-12-21 19,2.216,0,55,0,2,287,1
2020-12-21 20,1.472,0,60,0,1,337,0
2020-12-21 21,1.546,0,70,0,0,169,0
2020-12-21 22,1.549,0,75,0,-0.9,356,0
2020-12-21 23,1.542,0,75,0,-1.9,344,0
2020-12-22 00,1.515,0,80,0,-1.9,293,0
2020-12-22 01,1.407,0,85,0,-2.9,161,0
2020-12-22 02,1.373,0,80,0,-2.9,292,1
2020-12-22 03,1.375,0,85,0,-2.9,197,0
2020-12-22 04,1.368,0,85,0,-3.9,357,0
2020-12-22 05,1.341,0,85,0,-2.9,310,0
2020-12-22 06,1.37,0,85,0,-1.9,324,1
2020-12-22 07,1.42,0,85,0,-1.9,315,1
2020-12-22 08,1.423,0,80,0,-0.9,321,1
2020-12-22 09,1.662,0,70,0,2,293,1
2020-12-22 10,2.841,0,55,0,6,159,1
2020-12-22 11,2.376,0,45,0,8,232,1
2020-12-22 12,1.853,0,50,0,7,235,2
2020-12-22 13,1.329,0,45,0,8,260,2
2020-12-22 14,2.312,0,50,0,9,324,2
2020-12-22 15,2.402,0,50,0,8,338,3
2020-12-22 16,2.647,0,55,0,7,324,2
2020-12-22 17,2.413,0,60,0,5,317,1
2020-12-22 18,1.383,0,70,0,3,272,0
2020-12-22 19,1.286,0,70,0,2,295,1
2020-12-22 20,1.341,0,80,0,0,39,0
2020-12-22 21,1.79,0,85,0,0,328,0
2020-12-22 22,1.855,0,85,0,0,191,0
2020-12-22 23,1.871,0,85,0,-0.9,338,0
2020-12-23 00,1.829,0,90,0,-1.9,344,1
2020-12-23 01,1.853,0,90,0,-0.9,292,1
2020-12-23 02,1.53,0,90,0,-1.9,316,1
2020-12-23 03,1.696,0,90,0,-1.9,281,1
2020-12-23 04,1.71,0,95,0,-2.9,313,1
2020-12-23 05,1.689,0,95,0,-2.9,193,0
2020-12-23 06,1.681,0,95,0,-1.9,301,0
2020-12-23 07,1.707,0,95,0,-2.9,324,0
2020-12-23 08,1.693,0,90,0,-0.9,41,0
2020-12-23 09,1.657,0,80,0,2,241,0
2020-12-23 10,2.947,0,75,0,4,264,0
2020-12-23 11,3.053,0,60,0,6,155,1
2020-12-23 12,2.647,0,60,0,8,55,0
2020-12-23 13,2.602,0,50,0,9,205,1
2020-12-23 14,2.907,0,45,0,10,199,0
2020-12-23 15,2.953,0,50,0,10,235,1
2020-12-23 16,3.016,0,55,0,8,196,0
2020-12-23 17,3.628,0,65,0,6,6,0
2020-12-23 18,2.403,0,65,0,6,82,0
2020-12-23 19,2.054,0,70,0,5,324,1
2020-12-23 20,1.848,0,75,0,5,328,1
2020-12-23 21,1.786,0,75,0,4,301,1
2020-12-23 22,2.151,0,80,0,3,331,1
2020-12-23 23,2.005,0,85,0,3,318,1
2020-12-24 00,1.979,0,85,0,3,212,0
2020-12-24 01,1.856,0,85,0,2,317,1
2020-12-24 02,1.733,0,85,0,3,189,1
2020-12-24 03,1.637,0,85,0,2,350,0
2020-12-24 04,1.637,0,85,0,3,147,0
2020-12-24 05,1.641,0,80,0,4,325,2
2020-12-24 06,1.638,0,80,0,5,325,1
2020-12-24 07,1.82,0,70,0,8,303,2
2020-12-24 08,2.741,0,65,0,8,282,2
2020-12-24 09,2.023,0,60,0,9,297,3
2020-12-24 10,3.208,0,50,0,10,325,3
2020-12-24 11,3.446,0,40,0,11,332,3
2020-12-24 12,2.938,0,40,0,11,346,3
2020-12-24 13,2.728,0,30,0,12,313,5
2020-12-24 14,2.922,0,25,0,12,338,5
2020-12-24 15,2.872,0,25,0,10,339,7
2020-12-24 16,2.968,0,25,0,8,336,5
2020-12-24 17,2.909,0,30,0,7,329,5
2020-12-24 18,2.944,0,35,0,5,317,3
2020-12-24 19,2.547,0,40,0,5,321,4
2020-12-24 20,2.077,0,45,0,4,318,4
2020-12-24 21,2.13,0,50,0,4,322,3
2020-12-24 22,2.26,0,45,0,4,314,3
2020-12-24 23,2.203,0,50,0,3,324,3
2020-12-25 00,2.153,0,55,0,3,322,3
2020-12-25 01,2.175,0,60,0,2,316,3
2020-12-25 02,2.1,0,60,0,2,310,2
2020-12-25 03,2.008,0,60,0,2,302,2
2020-12-25 04,2.002,0,65,0,2,334,2
2020-12-25 05,2.031,0,65,0,2,326,2
2020-12-25 06,1.99,0,75,0,2,331,1
2020-12-25 07,2.017,0,75,0,2,323,2
2020-12-25 08,2.048,0,70,0,2,326,3
2020-12-25 09,2.144,0,60,0,3,333,4
2020-12-25 10,3.317,0,50,0,4,352,4
2020-12-25 11,3.466,0,45,0,5,336,5
2020-12-25 12,3.175,0,40,0,6,332,6
2020-12-25 13,2.588,0,35,0,7,333,4
2020-12-25 14,2.942,0,35,0,7,324,4
2020-12-25 15,2.928,0,40,0,6,348,5
2020-12-25 16,2.982,0,40,0,6,337,4
2020-12-25 17,3.005,0,50,0,4,360,3
2020-12-25 18,2.995,0,55,0,3,334,2
2020-12-25 19,2.163,0,60,0,1,303,1
2020-12-25 20,2.105,0,65,0,0,311,2
2020-12-25 21,2.195,0,65,0,0,305,2
2020-12-25 22,2.278,0,65,0,0,336,1
2020-12-25 23,2.171,0,70,0,-0.9,202,0
2020-12-26 00,2.166,0,75,0,-1.9,5,1
2020-12-26 01,2.004,0,75,0,-1.9,305,1
2020-12-26 02,2.024,0,75,0,-1.9,305,0
2020-12-26 03,2.028,0,75,0,-1.9,303,0
2020-12-26 04,2.035,0,75,0,-1.9,145,0
2020-12-26 05,2.011,0,80,0,-1.9,322,1
2020-12-26 06,2.044,0,80,0,-2.9,232,0
2020-12-26 07,2.154,0,80,0,-2.9,266,0
2020-12-26 08,2.099,0,75,0,0,219,0
2020-12-26 09,2.084,0,60,0,3,350,1
2020-12-26 10,3.123,0,45,0,7,103,0
2020-12-26 11,3.418,0,40,0,9,284,1
2020-12-26 12,3.875,0,40,0,10,296,1
2020-12-26 13,2.714,0,35,0,10,263,1
2020-12-26 14,2.95,0,35,0,10,245,2
2020-12-26 15,2.841,0,40,0,10,232,2
2020-12-26 16,2.442,0,45,0,8,217,1
2020-12-26 17,1.718,0,55,0,6,248,0
2020-12-26 18,1.025,0,60,0,4,218,1
2020-12-26 19,1.057,0,65,0,3,212,1
2020-12-26 20,1.653,0,70,0,3,15,0
2020-12-26 21,1.877,0,65,0,4,330,1
2020-12-26 22,1.539,0,65,0,3,268,1
2020-12-26 23,1.49,0,70,0,3,316,1
2020-12-27 00,1.422,0,70,0,3,305,1
2020-12-27 01,1.458,0,70,0,3,306,1
2020-12-27 02,1.168,0,70,0,3,316,1
2020-12-27 03,0.906,0,70,0,3,328,1
2020-12-27 04,0.845,0,70,0,3,328,0
2020-12-27 05,0.863,0,75,0,3,326,1
2020-12-27 06,0.79,0,75,0,3,306,1
2020-12-27 07,1.292,0,70,0,4,310,0
2020-12-27 08,1.417,0,65,0,5,291,0
2020-12-27 09,1.818,0,60,0,7,7,0
2020-12-27 10,2.177,0,55,0,8,97,0
2020-12-27 11,1.439,5,55,0.2,8,128,1
2020-12-27 12,1.566,1,65,0.3,8,276,0
2020-12-27 13,1.849,1,80,0.8,7,17,0
2020-12-27 14,1.728,1,90,0.4,7,123,0
2020-12-27 15,1.728,1,90,0.5,6,102,1
2020-12-27 16,1.83,1,90,0.4,6,90,0
2020-12-27 17,1.832,1,90,1.8,6,73,1
2020-12-27 18,1.795,1,90,1.8,5,71,1
2020-12-27 19,1.7,1,95,1.8,5,125,1
2020-12-27 20,1.712,5,95,0.2,5,251,0
2020-12-27 21,1.722,0,95,0,5,223,1
2020-12-27 22,1.737,0,95,0,4,298,1
2020-12-27 23,2.143,0,95,0,4,329,1
2020-12-28 00,2.168,0,95,0,3,330,1
2020-12-28 01,1.626,0,100,0,2,310,1
2020-12-28 02,2.32,0,100,0,2,318,1
2020-12-28 03,2.128,0,100,0,1,324,1
2020-12-28 04,1.681,0,100,0,0,193,1
2020-12-28 05,1.646,0,95,0,1,46,0
2020-12-28 06,1.573,0,95,0,2,290,1
2020-12-28 07,1.577,0,95,0,2,302,1
2020-12-28 08,1.613,0,95,0,2,276,0
2020-12-28 09,1.714,0,95,0,4,308,0
2020-12-28 10,2.079,0,95,0,5,106,0
2020-12-28 11,2.473,0,85,0,8,117,1
2020-12-28 12,2.568,0,65,0,10,120,1
2020-12-28 13,1.521,0,55,0,12,150,2
2020-12-28 14,2.572,0,50,0,13,143,1
2020-12-28 15,2.489,0,50,0,13,116,1
2020-12-28 16,2.163,0,60,0,11,189,1
2020-12-28 17,1.774,0,75,0,8,193,1
2020-12-28 18,1.198,0,85,0,6,60,0
2020-12-28 19,0.489,0,90,0,5,304,1
2020-12-28 20,0.228,0,90,0,4,306,1
2020-12-28 21,1.372,0,95,0,4,286,0
2020-12-28 22,1.331,0,95,0,3,74,0
2020-12-28 23,1.011,0,95,0,3,326,1
2020-12-29 00,1.125,0,95,0,2,194,0
2020-12-29 01,1.324,0,100,0,2,324,1
2020-12-29 02,1.349,0,95,0,2,304,2
2020-12-29 03,1.264,0,95,0,2,328,1
2020-12-29 04,1.278,0,95,0,2,304,1
2020-12-29 05,1.239,0,95,0,2,326,1
2020-12-29 06,1.235,0,95,0,1,167,1
2020-12-29 07,1.091,0,95,0,2,157,0
2020-12-29 08,0.816,0,95,0,4,301,1
2020-12-29 09,0.808,0,80,0,7,4,0
2020-12-29 10,2.092,0,70,0,9,252,0
2020-12-29 11,2.894,0,50,0,13,141,0
2020-12-29 12,2.515,0,45,0,14,122,1
2020-12-29 13,1.124,0,55,0,12,184,1
2020-12-29 14,1.502,0,60,0,12,0,0
2020-12-29 15,2.281,0,50,0,12,331,3
2020-12-29 16,2.298,0,55,0,10,348,5
2020-12-29 17,2.7,5,55,0.1,8,333,7
2020-12-29 18,2.591,1,80,1.1,5,334,7
2020-12-29 19,1.831,1,85,1.4,3,331,6
2020-12-29 20,1.974,1,85,0.6,3,335,6
2020-12-29 21,2.026,1,85,0.5,2,327,5
2020-12-29 22,2.632,2,85,0.5,1,316,4
2020-12-29 23,2.141,2,80,0.5,1,327,4
2020-12-30 00,2.857,3,75,0.4,1,330,5
2020-12-30 01,2.295,0,70,0,0,329,5
2020-12-30 02,2.156,0,65,0,0,337,5
2020-12-30 03,2.005,0,60,0,-0.9,341,6
2020-12-30 04,1.988,0,65,0,-1.9,336,3
2020-12-30 05,1.983,7,65,0.1,-1.9,324,6
2020-12-30 06,1.985,0,60,0,-2.9,323,7
2020-12-30 07,2.028,0,55,0,-2.9,322,6
2020-12-30 08,1.992,0,70,0,-2.9,330,6
2020-12-30 09,2.03,0,65,0,-2.9,345,5
2020-12-30 10,3.106,0,60,0,-2.9,332,5
2020-12-30 11,3.494,0,55,0,-2.9,330,6
2020-12-30 12,3.331,0,60,0,-2.9,328,5
2020-12-30 13,2.866,0,50,0,-2.9,316,7
2020-12-30 14,3.473,0,55,0,-2.9,331,5
2020-12-30 15,3.47,0,50,0,-2.9,313,7
2020-12-30 16,3.51,0,60,0,-3.9,327,5
2020-12-30 17,2.575,0,60,0,-4.9,327,5
2020-12-30 18,2.389,0,60,0,-4.9,327,6
2020-12-30 19,2.345,0,60,0,-5.9,330,5
2020-12-30 20,2.37,0,60,0,-5.9,336,5
2020-12-30 21,2.339,0,60,0,-5.9,338,4
2020-12-30 22,2.663,0,60,0,-5.9,331,4
2020-12-30 23,3.041,0,60,0,-6.9,333,4
2020-12-31 00,2.616,0,60,0,-6.9,327,4
2020-12-31 01,2.644,0,55,0,-6.9,337,4
2020-12-31 02,2.638,0,55,0,-5.9,339,3
2020-12-31 03,2.624,0,55,0,-5.9,330,3
2020-12-31 04,2.563,0,55,0,-5.9,335,3
2020-12-31 05,2.486,0,55,0,-5.9,337,3
2020-12-31 06,2.471,0,60,0,-5.9,324,3
2020-12-31 07,2.477,0,60,0,-5.9,317,3
2020-12-31 08,2.59,0,55,0,-4.9,314,3
2020-12-31 09,2.585,0,50,0,-2.9,291,3
2020-12-31 10,2.611,0,45,0,-0.9,301,2
2020-12-31 11,2.897,0,45,0,0,330,3
2020-12-31 12,2.37,0,45,0,1,316,3
2020-12-31 13,1.387,0,45,0,2,331,5
2020-12-31 14,2.814,0,45,0,3,331,4
2020-12-31 15,2.263,0,50,0,2,313,5
2020-12-31 16,2.569,0,60,0,1,307,4
2020-12-31 17,2.693,0,60,0,0,308,3
2020-12-31 18,2.698,0,65,0,0,305,3
2020-12-31 19,2.968,0,65,0,0,312,3
2020-12-31 20,2.564,0,65,0,0,296,1
2020-12-31 21,2.635,0,65,0,0,296,2
2020-12-31 22,2.62,0,65,0,0,262,3
2020-12-31 23,2.776,0,65,0,0,314,3
2021-01-01 00,1.633,0,65,0,-0.9,327,4
2021-01-01 01,1.593,0,60,0,-1.9,332,1
2021-01-01 02,1.476,0,65,0,-2.9,316,2
2021-01-01 03,1.392,0,65,0,-1.9,312,2
2021-01-01 04,1.431,0,70,0,-2.9,303,2
2021-01-01 05,1.416,0,70,0,-2.9,295,2
2021-01-01 06,1.424,0,70,0,-2.9,284,2
2021-01-01 07,1.425,0,75,0,-3.9,281,1
2021-01-01 08,1.373,0,70,0,-1.9,287,1
2021-01-01 09,1.432,0,60,0,0,225,2
2021-01-01 10,0.976,0,60,0,1,264,1
2021-01-01 11,0.808,0,55,0,3,261,2
2021-01-01 12,0.753,0,50,0,4,289,3
2021-01-01 13,0.796,0,45,0,5,292,3
2021-01-01 14,0.807,0,45,0,4,311,4
2021-01-01 15,0.792,0,45,0,4,313,4
2021-01-01 16,0.806,0,45,0,3,317,3
2021-01-01 17,0.754,0,55,0,2,298,2
2021-01-01 18,0.819,0,60,0,2,270,1
2021-01-01 19,1.039,0,65,0,1,294,1
2021-01-01 20,1.449,0,70,0,0,273,2
2021-01-01 21,1.578,0,75,0,0,255,1
2021-01-01 22,1.716,0,80,0,-0.9,324,1
2021-01-01 23,1.558,0,85,0,-1.9,331,1
2021-01-02 00,1.524,0,85,0,-1.9,306,0
2021-01-02 01,1.486,7,85,0.1,-0.9,293,1
2021-01-02 02,1.304,0,85,0,0,344,1
2021-01-02 03,1.322,0,90,0,-0.9,187,0
2021-01-02 04,1.28,7,90,0.1,0,347,1
2021-01-02 05,1.317,0,90,0,-0.9,291,1
2021-01-02 06,1.181,0,90,0,-1.9,279,0
2021-01-02 07,0.91,0,90,0,-0.9,318,1
2021-01-02 08,0.89,0,85,0,0,318,1
2021-01-02 09,0.653,0,60,0,3,326,2
2021-01-02 10,0.881,0,50,0,4,312,3
2021-01-02 11,1.327,0,45,0,4,334,3
2021-01-02 12,1.594,0,45,0,4,330,4
2021-01-02 13,0.788,0,40,0,4,344,5
2021-01-02 14,0.778,0,35,0,4,341,6
2021-01-02 15,1.028,0,35,0,3,342,4
2021-01-02 16,1.333,0,25,0,2,336,4
2021-01-02 17,1.379,0,35,0,1,322,3
2021-01-02 18,1.402,0,40,0,0,333,3
2021-01-02 19,1.375,0,45,0,-0.9,303,3
2021-01-02 20,1.437,0,45,0,-0.9,324,3
2021-01-02 21,1.428,0,45,0,-0.9,322,3
2021-01-02 22,1.474,0,45,0,-0.9,331,3
2021-01-02 23,1.387,0,45,0,-1.9,330,2
2021-01-03 00,1.773,0,40,0,-1.9,308,3
2021-01-03 01,1.311,0,40,0,-0.9,307,4
