mrdDt,A3122129006,precipitation,humidity,rainy,temperature,wind direction,wind speed
2020-09-08 09,1.606,0,65,0,28,193,1
2020-09-08 10,1.893,0,65,0,28,238,2
2020-09-08 11,2.041,0,60,0,30,219,2
2020-09-08 12,2.452,0,60,0,29,226,3
2020-09-08 13,2.11,0,55,0,29,229,3
2020-09-08 14,1.994,0,70,0,27,242,2
2020-09-08 15,2.897,0,65,0,29,223,2
2020-09-08 16,2.638,0,60,0,29,249,2
2020-09-08 17,1.955,0,65,0,27,216,2
2020-09-08 18,1.616,0,75,0,25,191,1
2020-09-08 19,1.859,0,85,0,24,227,1
2020-09-08 20,2.291,0,90,0,23,231,0
2020-09-08 21,1.61,0,90,0,22,221,0
2020-09-08 22,1.625,0,95,0,22,238,0
2020-09-08 23,1.185,0,95,0,22,282,0
2020-09-09 00,1.218,0,95,0,22,308,0
2020-09-09 01,1.594,0,95,0,22,316,1
2020-09-09 02,1.277,0,95,0,22,303,1
2020-09-09 03,1.116,0,90,0,22,320,1
2020-09-09 04,1.28,0,95,0,21,211,0
2020-09-09 05,1.177,1,95,0.4,22,294,1
2020-09-09 06,0.973,1,95,2.2,22,324,2
2020-09-09 07,1.203,1,90,0.6,20,45,0
2020-09-09 08,1.117,0,85,0,21,13,0
2020-09-09 09,2.173,0,75,0,23,299,0
2020-09-09 10,4.026,0,75,0,23,340,0
2020-09-09 11,2.122,0,55,0,27,357,2
2020-09-09 12,2.17,0,55,0,27,265,1
2020-09-09 13,2.785,5,60,0.1,26,244,1
2020-09-09 14,2.255,0,60,0,27,215,1
2020-09-09 15,1.877,0,50,0,28,233,1
2020-09-09 16,2.502,0,60,0,27,212,1
2020-09-09 17,1.772,0,65,0,25,201,1
2020-09-09 18,1.473,0,80,0,24,199,1
2020-09-09 19,2.135,0,80,0,23,196,1
2020-09-09 20,1.684,0,85,0,23,295,0
2020-09-09 21,1.835,0,85,0,23,285,0
2020-09-09 22,1.55,0,90,0,22,320,0
2020-09-09 23,1.481,0,90,0,22,300,0
2020-09-10 00,1.341,0,90,0,22,345,0
2020-09-10 01,1.064,5,80,0.2,22,335,1
2020-09-10 02,1.109,0,85,0,21,323,2
2020-09-10 03,0.951,0,85,0,21,316,0
2020-09-10 04,0.877,0,85,0,20,333,1
2020-09-10 05,0.912,0,90,0,20,297,1
2020-09-10 06,0.912,0,90,0,21,325,1
2020-09-10 07,0.968,0,75,0,23,312,0
2020-09-10 08,1.421,0,70,0,24,335,0
2020-09-10 09,2.145,0,60,0,27,15,0
2020-09-10 10,2.114,0,55,0,28,19,1
2020-09-10 11,1.716,0,50,0,28,179,0
2020-09-10 12,2.107,0,50,0,28,235,0
2020-09-10 13,2.18,0,50,0,29,170,2
2020-09-10 14,2.878,0,50,0,29,198,1
2020-09-10 15,3.216,0,45,0,28,201,2
2020-09-10 16,2.717,0,55,0,28,218,1
2020-09-10 17,2.42,0,65,0,26,195,1
2020-09-10 18,1.817,0,70,0,25,227,0
2020-09-10 19,1.852,0,75,0,24,329,1
2020-09-10 20,1.583,0,80,0,23,329,1
2020-09-10 21,1.693,0,80,0,23,299,0
2020-09-10 22,1.798,0,85,0,23,332,1
2020-09-10 23,1.71,0,85,0,22,321,1
2020-09-11 00,1.283,0,85,0,22,262,0
2020-09-11 01,1.3,0,85,0,22,311,1
2020-09-11 02,1.106,0,85,0,22,315,1
2020-09-11 03,0.947,0,85,0,22,314,0
2020-09-11 04,1.071,0,85,0,22,350,0
2020-09-11 05,1.071,5,85,0.1,22,15,0
2020-09-11 06,0.836,1,85,0.5,21,180,0
2020-09-11 07,1.022,1,90,0.5,22,322,0
2020-09-11 08,1.107,5,85,0.2,22,306,0
2020-09-11 09,1.263,1,85,0.3,23,355,1
2020-09-11 10,1.896,0,75,0,24,22,0
2020-09-11 11,1.902,0,75,0,24,52,1
2020-09-11 12,2.344,0,70,0,25,99,1
2020-09-11 13,2.266,0,65,0,26,66,1
2020-09-11 14,1.808,5,70,0.2,25,68,1
2020-09-11 15,2.051,5,75,0.1,24,49,0
2020-09-11 16,1.689,5,75,0.1,24,50,1
2020-09-11 17,1.855,1,80,0.6,23,70,2
2020-09-11 18,1.753,1,85,0.4,23,61,1
2020-09-11 19,1.805,5,80,0.2,23,76,2
2020-09-11 20,1.593,1,85,0.5,22,84,2
2020-09-11 21,1.379,1,90,0.4,22,60,1
2020-09-11 22,1.214,0,80,0,22,69,2
2020-09-11 23,0.931,0,80,0,22,81,2
2020-09-12 00,1.344,1,80,0.4,22,72,2
2020-09-12 01,1.155,0,80,0,22,50,1
2020-09-12 02,1.065,0,80,0,21,85,1
2020-09-12 03,1.061,0,80,0,21,59,1
2020-09-12 04,0.918,0,80,0,21,47,1
2020-09-12 05,1.079,0,85,0,21,60,1
2020-09-12 06,0.915,0,80,0,21,81,0
2020-09-12 07,1.033,0,75,0,22,67,0
2020-09-12 08,1.356,0,60,0,24,70,1
2020-09-12 09,1.546,0,60,0,25,57,2
2020-09-12 10,1.702,0,60,0,26,77,1
2020-09-12 11,1.599,0,55,0,27,88,2
2020-09-12 12,3.199,0,55,0,26,84,2
2020-09-12 13,3.462,0,55,0,26,108,2
2020-09-12 14,0.844,0,65,0,25,42,1
2020-09-12 15,2.087,5,70,0.1,24,50,0
2020-09-12 16,2.02,0,65,0,25,87,2
2020-09-12 17,2.768,0,65,0,24,82,2
2020-09-12 18,1.403,0,65,0,23,87,2
2020-09-12 19,1.852,0,65,0,23,93,1
2020-09-12 20,1.653,0,65,0,23,60,1
2020-09-12 21,1.931,0,65,0,22,74,1
2020-09-12 22,1.35,0,65,0,22,45,1
2020-09-12 23,1.468,0,70,0,22,56,2
2020-09-13 00,1.501,0,70,0,22,43,0
2020-09-13 01,1.187,0,80,0,21,196,0
2020-09-13 02,0.995,0,75,0,21,67,0
2020-09-13 03,0.744,0,75,0,21,61,0
2020-09-13 04,0.93,5,85,0.2,20,215,1
2020-09-13 05,0.914,1,85,0.5,20,245,0
2020-09-13 06,0.699,0,90,0,20,262,0
2020-09-13 07,0.991,5,80,0.1,20,14,0
2020-09-13 08,0.744,5,85,0.1,20,334,1
2020-09-13 09,1.143,0,80,0,21,353,1
2020-09-13 10,1.589,0,70,0,22,330,0
2020-09-13 11,1.454,0,65,0,24,36,0
2020-09-13 12,2.081,0,60,0,24,342,0
2020-09-13 13,3.271,0,60,0,24,111,0
2020-09-13 14,2.773,0,60,0,25,66,0
2020-09-13 15,3.937,0,70,0,23,260,0
2020-09-13 16,2.72,1,85,0.5,21,304,1
2020-09-13 17,2.006,0,85,0,22,290,0
2020-09-13 18,1.604,0,90,0,21,211,0
2020-09-13 19,1.528,0,90,0,21,293,0
2020-09-13 20,1.198,0,85,0,21,293,0
2020-09-13 21,1.805,0,90,0,21,312,0
2020-09-13 22,1.556,0,90,0,21,298,0
2020-09-13 23,1.655,0,90,0,20,330,0
2020-09-14 00,1.355,0,90,0,20,320,0
2020-09-14 01,1.236,0,90,0,20,335,0
2020-09-14 02,0.92,0,90,0,20,313,0
2020-09-14 03,0.9,0,95,0,20,300,0
2020-09-14 04,1.071,0,90,0,20,298,0
2020-09-14 05,0.868,0,90,0,20,291,0
2020-09-14 06,0.818,0,90,0,21,306,1
2020-09-14 07,0.839,0,80,0,22,321,0
2020-09-14 08,0.883,0,75,0,23,340,1
2020-09-14 09,1.129,0,65,0,25,355,0
2020-09-14 10,1.447,0,55,0,26,65,0
2020-09-14 11,1.341,0,55,0,27,252,0
2020-09-14 12,2.267,0,60,0,28,190,2
2020-09-14 13,1.774,0,55,0,27,234,2
2020-09-14 14,2.519,0,60,0,27,215,3
2020-09-14 15,3.986,0,65,0,26,208,2
2020-09-14 16,3.451,0,70,0,26,216,3
2020-09-14 17,2.465,0,70,0,25,207,2
2020-09-14 18,3.189,0,75,0,24,211,2
2020-09-14 19,1.681,0,80,0,23,219,1
2020-09-14 20,2.357,0,80,0,22,338,0
2020-09-14 21,1.694,0,80,0,22,302,1
2020-09-14 22,0.998,0,85,0,21,320,1
2020-09-14 23,1.538,0,85,0,21,344,1
2020-09-15 00,1.265,0,85,0,20,310,1
2020-09-15 01,1.324,0,90,0,20,308,1
2020-09-15 02,1.077,0,90,0,20,316,0
2020-09-15 03,0.663,0,85,0,20,329,1
2020-09-15 04,0.845,0,90,0,20,327,1
2020-09-15 05,1.054,0,90,0,20,321,1
2020-09-15 06,1.131,0,90,0,20,307,0
2020-09-15 07,0.983,0,80,0,21,327,1
2020-09-15 08,0.764,0,65,0,24,312,0
2020-09-15 09,1.76,0,55,0,26,118,0
2020-09-15 10,2.123,0,50,0,27,99,1
2020-09-15 11,1.505,0,50,0,28,107,1
2020-09-15 12,2.522,0,50,0,27,115,1
2020-09-15 13,4.144,0,55,0,28,198,2
2020-09-15 14,3.745,0,55,0,27,186,2
2020-09-15 15,3.242,0,55,0,26,199,2
2020-09-15 16,2.679,0,60,0,26,227,2
2020-09-15 17,3.101,0,65,0,24,217,1
2020-09-15 18,2.367,0,70,0,23,197,1
2020-09-15 19,2.279,0,75,0,23,180,1
2020-09-15 20,1.835,0,75,0,23,204,0
2020-09-15 21,2.077,0,80,0,22,208,0
2020-09-15 22,1.749,0,80,0,22,199,0
2020-09-15 23,0.996,0,75,0,23,113,1
2020-09-16 00,2.163,0,75,0,23,96,1
2020-09-16 01,1.683,0,75,0,23,95,1
2020-09-16 02,1.237,5,80,0.1,22,69,0
2020-09-16 03,1.125,1,85,0.8,22,82,0
2020-09-16 04,1.128,5,85,0.2,21,61,0
2020-09-16 05,1.171,5,85,0.1,21,87,0
2020-09-16 06,1.128,0,85,0,21,58,0
2020-09-16 07,1.157,0,85,0,22,83,1
2020-09-16 08,1.177,5,85,0.1,21,124,1
2020-09-16 09,1.252,5,85,0.1,21,103,1
2020-09-16 10,1.392,5,85,0.1,22,5,0
2020-09-16 11,1.544,5,80,0.1,22,101,0
2020-09-16 12,2.082,0,85,0,22,206,0
2020-09-16 13,1.854,0,85,0,23,123,0
2020-09-16 14,2.651,0,80,0,23,11,0
2020-09-16 15,2.095,0,80,0,24,337,0
2020-09-16 16,2.516,0,75,0,24,105,0
2020-09-16 17,1.685,0,80,0,23,71,0
2020-09-16 18,2.431,0,85,0,23,47,0
2020-09-16 19,1.921,0,85,0,23,234,0
2020-09-16 20,1.86,0,85,0,23,318,0
2020-09-16 21,1.857,0,90,0,22,312,0
2020-09-16 22,1.24,0,90,0,21,260,0
2020-09-16 23,1.181,0,90,0,21,351,0
2020-09-17 00,1.241,0,95,0,21,299,0
2020-09-17 01,1.123,0,95,0,21,153,0
2020-09-17 02,1.065,0,95,0,21,182,0
2020-09-17 03,0.976,0,90,0,20,100,0
2020-09-17 04,1.03,0,90,0,21,319,0
2020-09-17 05,0.972,0,90,0,21,279,0
2020-09-17 06,0.902,5,90,0.2,21,35,0
2020-09-17 07,1.054,1,90,0.3,21,212,0
2020-09-17 08,1.398,1,90,0.3,22,332,0
2020-09-17 09,1.664,1,90,0.9,22,295,0
2020-09-17 10,1.743,5,80,0.2,23,187,0
2020-09-17 11,1.181,5,75,0.2,24,204,1
2020-09-17 12,1.504,1,80,0.4,23,196,0
2020-09-17 13,2.363,5,75,0.1,24,191,1
2020-09-17 14,2.083,1,80,0.4,23,184,2
2020-09-17 15,2.109,1,80,0.5,22,218,0
2020-09-17 16,1.94,1,80,0.3,22,220,0
2020-09-17 17,1.323,1,85,0.5,21,138,0
2020-09-17 18,1.118,1,85,0.5,21,310,0
2020-09-17 19,1.205,1,90,0.4,20,313,1
2020-09-17 20,0.993,1,90,0.3,20,329,1
2020-09-17 21,0.95,1,90,0.4,19,324,1
2020-09-17 22,1.172,5,85,0.2,19,322,1
2020-09-17 23,0.924,5,90,0.2,19,299,1
2020-09-18 00,1.151,0,90,0,19,308,1
2020-09-18 01,1.068,5,90,0.1,19,306,1
2020-09-18 02,0.827,5,85,0.2,19,318,1
2020-09-18 03,0.989,5,85,0.1,19,276,1
2020-09-18 04,1.01,1,85,0.4,18,295,1
2020-09-18 05,0.969,1,90,0.3,18,44,0
2020-09-18 06,0.906,5,90,0.1,18,312,0
2020-09-18 07,0.872,5,85,0.2,18,319,0
2020-09-18 08,0.912,5,80,0.2,19,336,0
2020-09-18 09,1.105,1,75,0.3,20,37,0
2020-09-18 10,1.736,0,65,0,21,249,1
2020-09-18 11,1.691,0,60,0,22,223,1
2020-09-18 12,2.97,0,55,0,23,199,1
2020-09-18 13,2.501,0,55,0,24,267,1
2020-09-18 14,2.666,0,50,0,25,296,2
2020-09-18 15,1.908,0,55,0,24,265,1
2020-09-18 16,2.003,0,55,0,23,264,2
2020-09-18 17,1.941,0,60,0,23,267,2
2020-09-18 18,1.376,0,65,0,22,269,1
2020-09-18 19,1.793,0,70,0,20,288,1
2020-09-18 20,2.012,0,75,0,19,338,1
2020-09-18 21,1.513,0,80,0,17,300,1
2020-09-18 22,1.551,0,85,0,16,303,0
2020-09-18 23,1.697,0,90,0,16,327,0
2020-09-19 00,1.651,0,90,0,15,220,0
2020-09-19 01,1.317,0,90,0,15,281,0
2020-09-19 02,0.873,0,90,0,14,260,0
2020-09-19 03,0.823,0,90,0,14,309,0
2020-09-19 04,0.849,0,90,0,14,34,0
2020-09-19 05,0.87,0,90,0,14,259,0
2020-09-19 06,0.985,0,90,0,14,271,0
2020-09-19 07,1.072,0,85,0,17,350,0
2020-09-19 08,1.41,0,70,0,20,41,0
2020-09-19 09,1.486,0,60,0,23,358,0
2020-09-19 10,1.6,0,50,0,25,297,2
2020-09-19 11,1.993,0,40,0,26,328,2
2020-09-19 12,3.828,0,40,0,26,281,2
2020-09-19 13,3.76,0,40,0,26,309,3
2020-09-19 14,2.87,0,40,0,26,299,2
2020-09-19 15,4.105,0,45,0,26,288,3
2020-09-19 16,4.127,0,45,0,25,290,2
2020-09-19 17,3.482,0,45,0,24,292,2
2020-09-19 18,0.808,0,55,0,21,288,1
2020-09-19 19,1.393,0,65,0,20,263,1
2020-09-19 20,1.268,0,65,0,20,268,1
2020-09-19 21,1.31,0,70,0,19,308,1
2020-09-19 22,1.272,0,75,0,18,312,1
2020-09-19 23,1.04,0,75,0,17,328,1
2020-09-20 00,1.048,0,80,0,16,300,1
2020-09-20 01,0.552,0,85,0,15,330,2
2020-09-20 02,0.533,0,90,0,15,322,1
2020-09-20 03,0.728,0,90,0,15,2,1
2020-09-20 04,0.53,0,80,0,15,326,2
2020-09-20 05,0.525,0,85,0,15,313,2
2020-09-20 06,0.493,0,90,0,15,311,0
2020-09-20 07,0.692,0,75,0,18,355,2
2020-09-20 08,0.547,0,65,0,21,351,1
2020-09-20 09,0.772,0,45,0,23,329,2
2020-09-20 10,1.191,0,40,0,25,325,2
2020-09-20 11,0.951,0,35,0,26,338,3
2020-09-20 12,2.163,0,30,0,26,331,4
2020-09-20 13,1.957,0,30,0,27,334,4
2020-09-20 14,2.123,0,35,0,27,335,4
2020-09-20 15,2.512,0,35,0,26,340,3
2020-09-20 16,1.858,0,40,0,26,345,3
2020-09-20 17,2.311,0,40,0,24,311,1
2020-09-20 18,1.371,0,50,0,21,312,2
2020-09-20 19,1.52,0,60,0,20,335,2
2020-09-20 20,1.027,0,60,0,19,315,2
2020-09-20 21,1.264,0,70,0,18,322,1
2020-09-20 22,1.019,0,70,0,17,293,1
2020-09-20 23,1.089,0,70,0,17,296,1
2020-09-21 00,0.767,0,70,0,16,286,1
2020-09-21 01,0.966,0,75,0,16,298,1
2020-09-21 02,0.86,0,75,0,15,302,1
2020-09-21 03,0.73,0,80,0,14,307,0
2020-09-21 04,0.656,0,85,0,14,305,1
2020-09-21 05,0.646,0,85,0,13,303,1
2020-09-21 06,0.637,0,85,0,14,323,1
2020-09-21 07,0.671,0,70,0,17,328,1
2020-09-21 08,0.707,0,60,0,20,320,0
2020-09-21 09,1.097,0,45,0,22,10,0
2020-09-21 10,1.294,0,40,0,23,78,1
2020-09-21 11,1.359,0,35,0,24,127,1
2020-09-21 12,2.111,0,35,0,24,112,0
2020-09-21 13,1.96,0,35,0,25,77,1
2020-09-21 14,1.883,0,35,0,25,91,1
2020-09-21 15,2.604,0,35,0,25,85,1
2020-09-21 16,1.875,0,40,0,24,106,3
2020-09-21 17,2.704,0,40,0,23,82,2
2020-09-21 18,1.157,0,45,0,21,92,1
2020-09-21 19,1.049,0,55,0,20,20,0
2020-09-21 20,1.15,0,65,0,18,352,1
2020-09-21 21,1.079,0,70,0,17,320,1
2020-09-21 22,1.312,0,65,0,18,348,0
2020-09-21 23,1.137,0,65,0,18,49,1
2020-09-22 00,1.329,0,70,0,18,28,0
2020-09-22 01,0.902,0,65,0,18,44,1
2020-09-22 02,0.688,0,65,0,18,51,1
2020-09-22 03,0.865,0,65,0,18,40,1
2020-09-22 04,0.677,0,60,0,18,58,1
2020-09-22 05,0.695,0,65,0,18,61,1
2020-09-22 06,0.602,0,60,0,18,58,1
2020-09-22 07,0.805,0,60,0,20,44,1
2020-09-22 08,1.089,0,55,0,20,42,1
2020-09-22 09,1.18,0,50,0,21,70,2
2020-09-22 10,1.456,0,50,0,21,75,2
2020-09-22 11,1.631,0,50,0,22,66,2
2020-09-22 12,2.043,0,45,0,22,77,2
2020-09-22 13,3.692,0,45,0,23,71,2
2020-09-22 14,3.414,0,45,0,23,88,3
2020-09-22 15,2.893,0,45,0,24,92,3
2020-09-22 16,2.151,0,45,0,23,73,2
2020-09-22 17,1.907,0,50,0,22,75,2
2020-09-22 18,1.781,0,55,0,21,48,1
2020-09-22 19,1.722,0,60,0,19,36,1
2020-09-22 20,1.411,0,60,0,19,37,1
2020-09-22 21,1.417,0,60,0,19,54,1
2020-09-22 22,1.333,0,60,0,18,67,1
2020-09-22 23,1.106,0,65,0,18,39,1
2020-09-23 00,1.261,0,70,0,16,37,0
2020-09-23 01,1.254,0,70,0,16,27,1
2020-09-23 02,1.419,0,70,0,16,56,1
2020-09-23 03,0.799,0,70,0,16,37,1
2020-09-23 04,0.635,0,70,0,16,46,1
2020-09-23 05,0.784,0,70,0,16,35,1
2020-09-23 06,0.6,0,70,0,17,54,1
2020-09-23 07,0.661,0,65,0,18,47,1
2020-09-23 08,0.951,0,60,0,20,46,1
2020-09-23 09,1.111,0,55,0,21,77,1
2020-09-23 10,1.606,0,50,0,22,82,2
2020-09-23 11,1.083,0,50,0,23,80,2
2020-09-23 12,1.641,0,50,0,23,86,3
2020-09-23 13,1.611,0,50,0,23,77,2
2020-09-23 14,2.333,0,50,0,23,81,2
2020-09-23 15,3.152,0,50,0,23,70,2
2020-09-23 16,2.663,0,50,0,23,68,1
2020-09-23 17,2.962,0,55,0,22,59,2
